"form_id","extraction_time","reviewer","trial_id","publication_found","publication_url","publication_doi","identification_step","publication_type","publication_pmid","typo_primary_id","publication_date","match_design","match_indication_population","match_intervention","match_comparator","match_any_outcome","n_matching_criteria","registry","start_date_recoded","completion_date_recoded","warning_cd_to_publication","warning_start_to_publication","n_match_agree","article_found_by","article_agreement_information"
"F748",2022-12-19 08:56:08,"Martin_R","NCT02215603","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2014-08-31","2016-12-31",NA,NA,"NA",NA,"No publication, not agreed by other reviewer"
"F749",2022-12-19 08:57:24,"Sofia_K","NCT02836106","Yes","https://doi.org/10.3168/jds.2019-16863","10.3168/jds.2019-16863","Systematic Google search","Journal publication",31759587,"NCT ID",2019-11-20,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-06-30","2017-04-30",NA,NA,"5","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, matching all 5 criteria"
"F750",2022-12-19 11:54:18,"Perrine_J","NCT03410745","Yes","https://doi.org/10.1016/j.joca.2022.03.007","10.1016/j.joca.2022.03.007","Systematic Google search","Journal publication",35358700,"NCT ID",2022-03-28,"No","Yes","No","No","Yes",2,"ctgov","2018-02-21","2019-09-10",NA,NA,"2; 4","Katarzyna_K; Perrine_J","Found by 2/2 reviewers, near-match vs. ineligible match"
"F751",2022-12-19 12:02:57,"Perrine_J","NCT03250481","Yes","https://doi.org/10.1155/2021/6621555","10.1155/2021/6621555","Systematic Google search","Journal publication",34659830,"NCT ID",2021-10-07,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2013-03-31","2017-08-28",NA,NA,"5","Carolina_C; Perrine_J","Found by 2/2 reviewers, matching all 5 criteria"
"F752",2022-12-19 12:08:34,"Perrine_J","NCT02382081","Yes","https://doi.org/10.1111/bjd.16369","10.1111/bjd.16369","Linked at the registration","Journal publication",29363093,"NCT ID",2018-05-23,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-05-02","2018-02-17",NA,NA,"5","Nicole_H; Perrine_J","Found by 2/2 reviewers, matching all 5 criteria"
"F753",2022-12-19 13:14:49,"Shai_M","NCT02329405","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2014-12-31","2017-01-31",NA,NA,"NA",NA,"No publication, not agreed by other reviewer"
"F754",2022-12-19 13:18:34,"Shai_M","NCT03904433","Yes","https://www.frontiersin.org/articles/10.3389/fnut.2020.00040/full","10.3389/fnut.2020.00040","Linked at the registration","Journal publication",32351966,"NCT ID",2020-04-15,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2018-08-24","2018-10-12",NA,NA,"5","Shai_M","Not extracted by 2 reviewers"
"F755",2022-12-19 13:22:02,"Shai_M","NCT03904433","Yes","https://www.frontiersin.org/articles/10.3389/fnagi.2021.716594/full","10.3389/fnagi.2021.716594","Linked at the registration","Journal publication",34489682,"NCT ID",2021-08-20,"Yes","No","Yes","Yes","Yes",4,"ctgov","2018-08-24","2018-10-12",NA,NA,"4","Shai_M","Not extracted by 2 reviewers"
"F756",2022-12-19 13:26:36,"Shai_M","NCT02552056","Yes","https://www.cambridge.org/core/journals/global-mental-health/article/does-mhgap-training-of-primary-health-care-providers-improve-the-identification-of-child-and-adolescent-mental-neurological-or-substance-use-disorders-results-from-a-randomized-controlled-trial-in-uganda/BA15982A7D5CABCB6C1CF1DF4935F0B2","10.1017/gmh.2018.18","Linked at the registration","Journal publication",30455964,"NCT ID",2018-09-10,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-10-31","2016-02-29",NA,NA,"5","Love_A; Shai_M","Found by 2/2 reviewers, matching all 5 criteria"
"F757",2022-12-19 13:43:58,"Shai_M","NCT02232724","Yes","https://bmcresnotes.biomedcentral.com/articles/10.1186/s13104-018-3985-2","10.1186/s13104-018-3985-2","Systematic Google search","Journal publication",30526642,"NCT ID",2018-12-07,"No","No","No","No","No",0,"ctgov","2014-11-30","2018-02-28",NA,NA,"0; 4","Love_A; Shai_M","Found by 2/2 reviewers, near-match vs. ineligible match"
"F758",2022-12-19 13:51:14,"Shai_M","NCT03346200","Yes","https://ascopubs.org/doi/10.1200/JCO.20.02598?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed","10.1200/JCO.20.02598","Systematic Google search","Journal publication",33734864,"NCT ID",2021-03-18,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-11-30","2019-12-31",NA,NA,"5","Shai_M","Found by 1/2 reviewers, matching all 5 criteria"
"F759",2022-12-19 14:00:40,"Shai_M","NCT02631681","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2014-08-31","2017-09-30",NA,NA,"NA",NA,"No publication, not agreed by other reviewer"
"F760",2022-12-19 20:38:13,"Johan_B","NCT01523145","Yes","https://doi.org/10.1016/j.apmr.2020.06.026","10.1016/j.apmr.2020.06.026","Linked at the registration","Journal publication",32750373,"NCT ID",2020-08-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2011-12-31","2016-01-31",NA,NA,"5","Johan_B; Shreya_R","Found by 2/2 reviewers, matching all 5 criteria"
"F761",2022-12-19 20:50:09,"Johan_B","NCT01523145","Yes","https://doi-org.ezproxy.its.uu.se/10.1016/j.ahj.2016.08.013","10.1016/j.ahj.2016.08.013","Systematic Google search","Journal publication",27823683,"NCT ID",2016-08-31,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2011-12-31","2016-01-31",NA,NA,"5","Johan_B","Found by 1/2 reviewers, matching all 5 criteria"
"F762",2022-12-19 21:08:32,"Johan_B","NCT03065439","Yes","https://www.doi.org/10.1177/03000605221112046","10.1177/03000605221112046","Systematic Google search","Journal publication",35854633,"NCT ID",2022-07-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2017-02-04","2019-02-01",NA,NA,"5","Johan_B","Found by 1/2 reviewers, matching all 5 criteria"
"F763",2022-12-19 21:19:15,"Johan_B","NCT01991106","Yes","https://doi.org/10.1007/s40279-017-0777-0","10.1007/s40279-017-0777-0","Linked at the registration","Journal publication",28853029,"NCT ID",2018-03-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2013-11-30","2017-03-31",NA,NA,"5","Johan_B; Shreya_R","Found by 2/2 reviewers, matching all 5 criteria"
"F764",2022-12-19 21:21:12,"Johan_B","NCT01991106","Yes","https://doi.org/10.1016/j.pcad.2018.01.012","10.1016/j.pcad.2018.01.012","Linked at the registration","Journal publication",29452134,"NCT ID",2018-02-13,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2013-11-30","2017-03-31",NA,NA,"5","Johan_B","Found by 1/2 reviewers, matching all 5 criteria"
"F765",2022-12-19 21:25:46,"Johan_B","NCT02727517","Yes","https://doi.org/10.1186/s40748-019-0110-z","10.1186/s40748-019-0110-z","Linked at the registration","Journal publication",31485335,"NCT ID",2019-08-29,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-04-30","2016-09-30",NA,NA,"5","Johan_B; Shreya_R","Found by 2/2 reviewers, matching all 5 criteria"
"F766",2022-12-19 21:32:20,"Johan_B","NCT02636088","Yes","https://doi-org.ezproxy.its.uu.se/10.1016/j.ctarc.2020.100187","10.1016/j.ctarc.2020.100187","Systematic Google search","Journal publication",32619832,"NCT ID",2020-06-27,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2011-01-31","2019-01-31",NA,NA,"5","Johan_B","Found by 1/2 reviewers, matching all 5 criteria"
"F767",2022-12-19 21:35:40,"Johan_B","NCT01610726","Yes","https://doi.org/10.1097/dcr.0000000000001007","10.1097/DCR.0000000000001007","Linked at the registration","Journal publication",29664800,"NCT ID",2018-06-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2012-02-29","2016-12-31",NA,NA,"5","Johan_B; Shreya_R","Found by 2/2 reviewers, matching all 5 criteria"
"F768",2022-12-19 21:40:49,"Johan_B","NCT03704727","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2018-07-01","2019-02-01",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F769",2022-12-20 00:09:11,"Sofia_K","NCT01964482","Yes","https://doi.org/10.1186/s13063-019-3720-x","10.1186/s13063-019-3720-x","Linked at the registration","Journal publication",31779693,"NCT ID",2019-11-28,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2013-10-31","2018-10-31",NA,NA,"5","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, matching all 5 criteria"
"F770",2022-12-20 00:33:00,"Sofia_K","NCT02599597","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2016-02-29","2019-12-01",NA,NA,"NA",NA,"No publication, not agreed by other reviewer"
"F771",2022-12-20 00:41:21,"Sofia_K","NCT02584361","Yes","https://doi.org/10.1097/MAO.0000000000001695","10.1097/MAO.0000000000001695","Systematic Google search","Journal publication",29283913,"NCT ID",2018-03-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-08-31","2017-12-31",NA,NA,"5","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, matching all 5 criteria"
"F772",2022-12-20 00:56:46,"Sofia_K","2015-002984-40","Yes","https://doi.org/10.1097/j.pain.0000000000002140","10.1097/j.pain.0000000000002140","Systematic Google search","Journal publication",33181580,"EudraCT ID",2021-05-01,"Yes","Yes","Yes","Yes","Yes",5,"euctr","2015-10-01","2019-04-29",NA,NA,"5","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, matching all 5 criteria"
"F773",2022-12-20 01:12:36,"Sofia_K","NCT03721991","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2018-10-10","2019-07-01",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F774",2022-12-20 01:18:34,"Perrine_J","NCT03034733","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2017-02-15","2018-01-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F775",2022-12-20 01:28:50,"Perrine_J","NCT02540317","Yes","https://doi.org/10.1159/000490742","10.1159/000490742","Linked at the registration","Journal publication",30041167,"NCT ID",2018-07-24,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-10-31","2017-10-01",NA,NA,"5","Perrine_J; Shai_M","Found by 2/2 reviewers, matching all 5 criteria"
"F776",2022-12-20 01:33:39,"Perrine_J","NCT02540317","Yes","https://www.jmir.org/2019/9/e14675/","10.2196/14675","Linked at the registration","Journal publication",31586370,"NCT ID",2019-09-13,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-10-31","2017-10-01",NA,NA,"5","Perrine_J","Found by 1/2 reviewers, matching all 5 criteria"
"F777",2022-12-20 01:44:54,"Sofia_K","NCT02220179","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2014-08-31","2017-08-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F778",2022-12-20 01:46:58,"Perrine_J","NCT02221336","Yes","https://journalbipolardisorders.springeropen.com/articles/10.1186/s40345-019-0141-4","10.1186/s40345-019-0141-4","Linked at the registration","Journal publication",30706154,"NCT ID",2019-02-01,"Yes","Yes","Yes","Yes","No",4,"ctgov","2014-09-30","2018-01-31",NA,NA,"4","Natasha_O; Perrine_J","Found by 2/2 reviewers, near-match vs. ineligible match"
"F779",2022-12-20 01:50:28,"Martin_R","NCT03388879","Yes","doi.org/10.2106/JBJS.21.00682","10.2106/JBJS.21.00682","Systematic Google search","Journal publication",33065663,"NCT ID",2020-11-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2010-10-31","2016-06-21",NA,NA,"5","Martin_R; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria"
"F780",2022-12-20 01:54:37,"Sofia_K","NCT03974126","Yes","https://doi.org/10.1186/s12263-021-00701-8","10.1186/s12263-021-00701-8","Linked at the registration","Journal publication",34789141,"NCT ID",2021-11-17,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2019-04-30","2019-11-15",NA,NA,"5","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, matching all 5 criteria"
"F781",2022-12-20 02:01:25,"Martin_R","NCT02818140","Yes","doi.org/10.1016/j.bja.2019.04.054","10.1016/j.bja.2019.04.054","Linked at the registration","Journal publication",31153628,"NCT ID",2019-05-30,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-07-31","2018-03-31",NA,NA,"5","Martin_R; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria"
"F782",2022-12-20 02:09:07,"Sofia_K","NCT02319343","Yes","https://doi.org/10.1111/cei.13071","10.1111/cei.13071","Systematic Google search","Journal publication",29119559,"NCT ID",2017-11-09,"Yes","Yes","Yes","Yes","No",4,"ctgov","2015-01-31","2016-04-30",NA,NA,"4","Sofia_K","Found by 1/2 reviewers, near-match"
"F783",2022-12-20 02:09:56,"Martin_R","NCT02913235","Yes","doi.org/10.1177/2380084417723625","10.1177/2380084417723625","Linked at the registration","Journal publication",29662960,"NCT ID",2017-07-31,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-09-30","2017-01-02",NA,NA,"5","Martin_R; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria"
"F784",2022-12-20 02:15:19,"Sofia_K","NCT02319343","Yes","https://doi.org/10.1080/17453674.2017.1345236","10.1080/17453674.2017.1345236","Systematic Google search","Journal publication",28657396,"NCT ID",2017-06-28,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-01-31","2016-04-30",NA,NA,"5","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, matching all 5 criteria"
"F785",2022-12-20 02:17:48,"Martin_R","NCT02913235","Yes","https://doi.org/10.1080/20002297.2017.1364101","10.1080/20002297.2017.1364101","Systematic Google search","Journal publication",28839521,"NCT ID",2017-08-11,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-09-30","2017-01-02",NA,NA,"5","Martin_R","Found by 1/2 reviewers, matching all 5 criteria"
"F786",2022-12-20 02:21:30,"Sofia_K","NCT02492191","Yes","https://doi.org/10.1093/bja/aex331","10.1093/bja/aex331","Linked at the registration","Journal publication",29077818,"NCT ID",2017-11-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-10-31","2016-07-31",NA,NA,"5","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, matching all 5 criteria"
"F787",2022-12-20 02:24:57,"Sofia_K","NCT02492191","Yes","https://doi.org/10.1093/bja/aex332","10.1093/bja/aex332","Linked at the registration","Journal publication",29077819,"NCT ID",2017-11-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-10-31","2016-07-31",NA,NA,"5","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, matching all 5 criteria"
"F788",2022-12-20 02:27:01,"Martin_R","NCT02922803","Yes","doi.org/10.1186/1471-2393-13-237","10.1186/1471-2393-13-237","Linked at the registration","Journal publication",24345271,"NCT ID",2013-12-17,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2010-05-31","2016-08-31","Publication date before completion date",NA,"5","Martin_R","Found by 1/2 reviewers, matching all 5 criteria"
"F789",2022-12-20 02:28:45,"Sofia_K","NCT02492191","Yes","https://doi.org/10.2196/periop.9874","10.2196/periop.9874","Linked at the registration","Journal publication",33401367,"NCT ID",2018-03-26,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-10-31","2016-07-31",NA,NA,"5","Sofia_K","Found by 1/2 reviewers, matching all 5 criteria"
"F790",2022-12-20 02:30:50,"Martin_R","NCT02922803","Yes","doi.org/10.1186/s12884-016-1117-3","10.1186/s12884-016-1117-3","Linked at the registration","Journal publication",27846821,"NCT ID",2016-11-15,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2010-05-31","2016-08-31",NA,NA,"5","Martin_R; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria"
"F791",2022-12-20 02:34:45,"Martin_R","NCT02922803","Yes","doi.org/10.1186/s12889-021-10277-y","10.1186/s12889-021-10277-y","Linked at the registration","Journal publication",33546641,"NCT ID",2021-02-05,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2010-05-31","2016-08-31",NA,NA,"5","Martin_R; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria"
"F792",2022-12-20 02:38:11,"Sofia_K","NCT02315911","Yes","https://doi.org/10.1001/jamaoto.2018.0487","10.1001/jamaoto.2018.0487","Linked at the registration","Journal publication",29852045,"NCT ID",2018-07-01,"Yes","Yes","Yes","No","Yes",4,"ctgov","2014-12-31","2019-03-31","Publication date before completion date",NA,"4; 5","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, near-match vs. full match"
"F793",2022-12-20 02:41:49,"Sofia_K","NCT02315911","Yes","https://doi.org/10.1001/jamaoto.2020.0869","10.1001/jamaoto.2020.0869","Linked at the registration","Journal publication",32463430,"NCT ID",2020-07-01,"Yes","Yes","No","Yes","Yes",4,"ctgov","2014-12-31","2019-03-31",NA,NA,"4","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, near-match vs. ineligible match"
"F794",2022-12-20 03:24:48,"Sofia_K","NCT01867918","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2013-05-31","2016-12-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F795",2022-12-20 03:25:18,"Martin_R","NCT03075683","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2017-02-01","2019-07-01",NA,NA,"NA",NA,"No publication, not agreed by other reviewer"
"F796",2022-12-20 03:34:26,"Sofia_K","NCT02624401","Yes","https://doi.org/10.1016/j.bja.2018.04.008","10.1016/j.bja.2018.04.008","Linked at the registration","Journal publication",29935583,"NCT ID",2018-05-08,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-01-31","2017-03-13",NA,NA,"5","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, matching all 5 criteria"
"F797",2022-12-20 03:38:04,"Sofia_K","NCT02624401","Yes","https://doi.org/10.1097/eja.0000000000001591","10.1097/eja.0000000000001591","Linked at the registration","Journal publication",34534172,"NCT ID",2021-09-22,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-01-31","2017-03-13",NA,NA,"5","Sofia_K","Found by 1/2 reviewers, matching all 5 criteria"
"F798",2022-12-20 03:50:04,"Sofia_K","NCT02624401","Yes","https://doi.org/10.1016/j.bjao.2022.100114","10.1016/j.bjao.2022.100114","Systematic Google search","Journal publication",NA,"NCT ID",2022-12-13,"Yes","Yes","Yes","Yes","No",4,"ctgov","2016-01-31","2017-03-13",NA,NA,"4; 5","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, near-match vs. full match"
"F799",2022-12-20 04:00:33,"Sofia_K","NCT03147079","Yes","https://doi.org/10.1186/s40608-018-0194-4","10.1186/s40608-018-0194-4","Linked at the registration","Journal publication",29881627,"NCT ID",2018-06-04,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2011-01-01","2017-12-31",NA,NA,"5","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, matching all 5 criteria"
"F800",2022-12-20 04:04:12,"Sofia_K","NCT03147079","Yes","https://doi.org/10.1186/s12884-021-04098-5","10.1186/s12884-021-04098-5","Linked at the registration","Journal publication",34548038,"NCT ID",2021-09-21,"Yes","Yes","Yes","Yes","No",4,"ctgov","2011-01-01","2017-12-31",NA,NA,"4","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, near-match vs. ineligible match"
"F801",2022-12-20 04:08:05,"Sofia_K","NCT03147079","Yes","https://doi.org/10.1007/s10995-022-03395-5","10.1007/s10995-022-03395-5","Linked at the registration","Journal publication",35253077,"NCT ID",2022-03-06,"Yes","Yes","Yes","Yes","No",4,"ctgov","2011-01-01","2017-12-31",NA,NA,"4","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, near-match vs. ineligible match"
"F802",2022-12-20 04:11:57,"Martin_R","NCT03336125","Yes","doi.org/10.3390/nu12113258","10.3390/nu12113258","Systematic Google search","Journal publication",33114392,"NCT ID",2020-10-24,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2017-11-17","2018-05-22",NA,NA,"5","Martin_R; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria"
"F803",2022-12-20 04:14:25,"Martin_R","NCT03336125","Yes","doi.org/10.3390/nu13103510","10.3390/nu13103510","Systematic Google search","Journal publication",34684511,"NCT ID",2021-10-05,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2017-11-17","2018-05-22",NA,NA,"5","Martin_R; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria"
"F804",2022-12-20 04:20:58,"Martin_R","NCT02931630","Yes","doi.org/10.3389/fendo.2022.832897","10.3389/fendo.2022.832897","Linked at the registration","Journal publication",35422766,"NCT ID",2022-03-29,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-05-31","2017-06-29",NA,NA,"5","Martin_R; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria"
"F805",2022-12-20 04:22:42,"Sofia_K","NCT03182283","Yes","https://doi.org/10.1186/s12888-020-02871-y","10.1186/s12888-020-02871-y","Linked at the registration","Journal publication",33148190,"NCT ID",2020-11-04,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2014-04-25","2018-08-01",NA,NA,"5","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, matching all 5 criteria"
"F806",2022-12-20 04:29:36,"Martin_R","NCT02931630","Yes","https://doi.org/10.3390/nu11092091","10.3390/nu11092091","Systematic Google search","Journal publication",31487806,"NCT ID",2019-09-04,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-05-31","2017-06-29",NA,NA,"5","Martin_R; Ronak_B","Found by 2/2 reviewers, matching all 5 criteria"
"F807",2022-12-20 04:30:12,"Sofia_K","NCT03012737","Yes","https://doi.org/10.1177/0269216320935003","10.1177/0269216320935003","Linked at the registration","Journal publication",32579086,"NCT ID",2020-06-24,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2017-01-01","2019-12-01",NA,NA,"5","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, matching all 5 criteria"
"F808",2022-12-20 04:32:56,"Martin_R","NCT02931630","Yes","doi.org/10.1038/s41430-020-00759-4","10.1038/s41430-020-00759-4","Systematic Google search","Journal publication",32948867,"NCT ID",2020-09-18,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-05-31","2017-06-29",NA,NA,"5","Martin_R","Found by 1/2 reviewers, matching all 5 criteria"
"F809",2022-12-20 04:37:10,"Sofia_K","NCT02332616","Yes","https://doi.org/10.1111/cei.13071","10.1111/cei.13071","Systematic Google search","Journal publication",29119559,"NCT ID",2017-11-09,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-01-31","2016-04-30",NA,NA,"5","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, matching all 5 criteria"
"F810",2022-12-20 04:40:19,"Martin_R","NCT02931630","Yes","https://doi.org/10.1016/j.bone.2020.115230","10.1016/j.bone.2020.115230","Systematic Google search","Journal publication",31954199,"NCT ID",2020-01-15,"No","Yes","Yes","Yes","Yes",4,"ctgov","2016-05-31","2017-06-29",NA,NA,"4","Martin_R","Found by 1/2 reviewers, near-match"
"F811",2022-12-20 04:48:41,"Sofia_K","NCT01697241","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2013-05-31","2017-08-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F812",2022-12-20 05:01:46,"Sofia_K","NCT03547817","Yes","https://doi.org/10.14814/phy2.14241","10.14814/phy2.14241","Systematic Google search","Journal publication",31631579,"NCT ID",2019-10-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2018-05-15","2019-01-31",NA,NA,"5","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, matching all 5 criteria"
"F813",2022-12-20 05:18:13,"Sofia_K","NCT02960724","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2016-11-30","2018-08-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F814",2022-12-20 05:19:06,"Martin_R","NCT03451955","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2018-01-19","2019-06-01",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F815",2022-12-20 05:23:39,"Shai_M","NCT02658266","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2016-02-29","2019-02-28",NA,NA,"NA",NA,"No publication, not agreed by other reviewer"
"F816",2022-12-20 05:24:01,"Sofia_K","NCT02351232","Yes","https://doi.org/10.1111/dom.13911","10.1111/dom.13911","Linked at the registration","Journal publication",31696598,"NCT ID",2019-12-19,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-02-28","2016-10-31",NA,NA,"5","Katarzyna_K; Sofia_K","Found by 2/2 reviewers, matching all 5 criteria"
"F817",2022-12-20 05:28:45,"Martin_R","NCT03831893","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2019-03-29","2019-08-13",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F818",2022-12-20 05:32:11,"Shai_M","NCT03412695","Yes","https://www.clinicalnutritionjournal.com/article/S0261-5614(20)30115-1/fulltext","10.1016/j.clnu.2020.03.012","Linked at the registration","Journal publication",32241711,"NCT ID",2020-03-19,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2018-08-22","2019-05-31",NA,NA,"5","Shai_M; Tarik_S","Found by 2/2 reviewers, matching all 5 criteria"
"F819",2022-12-20 05:38:08,"Shai_M","NCT01822210","Yes","https://www.cell.com/iscience/fulltext/S2589-0042(21)00059-6?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2589004221000596%3Fshowall%3Dtrue","10.1016/j.isci.2021.102091","Systematic Google search","Journal publication",33598644,"NCT ID",2021-01-22,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2013-01-31","2016-05-31",NA,NA,"5","Shai_M","Found by 1/2 reviewers, matching all 5 criteria"
