"proj_id","primary_id","eligibility","registry","eudract_id","nct_id","crossregistration_check","short_title","lead_institution","has_results","trial_status_recoded","sponsor_status","phase","were_results_reported","study_first_submitted_date","start_date","completion_date","overall_status","enrollment","agency_classes","intervention_types_combined","max_end_date","long_title","trial_name"
578,"NCT04548362","Eligible","ctgov",NA,"NCT04548362","Irrelevant intervention type","Biomarkers of Meats and Potatoes Intake","University of Copenhagen",NA,NA,NA,"Not Applicable",FALSE,2020-09-07,2016-02-15,2016-05-30,"Completed",12,"OTHER","Other",NA,"Biomarkers of Meats and Potatoes Intake: a Meal Study in Healthy Men and Women - the MEPO Study",NA
579,"NCT04539847","Eligible","ctgov",NA,"NCT04539847","Irrelevant intervention type","Impact of Hearing Aid Technology on Self-reported Outcomes","University of Southern Denmark",NA,NA,NA,"Not Applicable",FALSE,2020-08-31,2016-12-31,2018-05-31,"Completed",208,"OTHER;OTHER","Device",NA,"Impact of Hearing Aid Technology on Self-reported Outcomes in Patients With Presbycusis - a Randomized Controlled Trial",NA
580,"NCT01357512","Eligible","ctgov",NA,"NCT01357512","Irrelevant intervention type","Evaluation of Diagnostic Value of 3-T Magnetic Resonance Imaging (MRI) in Suspected Prostate Cancer","University of Oulu",NA,NA,NA,"Not Applicable",TRUE,2011-04-14,2011-04-30,2017-09-30,"Completed",130,"OTHER;OTHER","Device",NA,"Evaluation of Diagnostic Value of 3-T MRI in Suspected Prostate Cancer",NA
581,"NCT01362127","Eligible","ctgov",NA,"NCT01362127","None found","Neoadjuvant Chemotherapy Versus Radiochemotherapy for Cancer of the Esophagus or Cardia","Karolinska University Hospital",NA,NA,NA,"Phase 2",TRUE,2011-05-26,2006-10-31,2018-06-25,"Completed",181,"OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;UNKNOWN","Drug | Radiation",NA,"Adjuvant Treatment of Cancer of the Esophagus or Cardia Before Resection With Curative Intent. Comparative Study Between Chemotherapy and Radiochemotherapy",NA
582,"NCT00179777","Eligible","ctgov",NA,"NCT00179777","Irrelevant intervention type","TRIGR - Primary Prevention Study for Type 1 Diabetes in Children at Risk","University of Helsinki",NA,NA,NA,"Not Applicable",TRUE,2005-09-10,2002-05-06,2017-09-30,"Completed",5156,"OTHER;UNKNOWN;NIH;OTHER_GOV;OTHER;UNKNOWN;OTHER;INDUSTRY;OTHER;OTHER;OTHER","Dietary Supplement",NA,"TRIGR - Trial to Reduce IDDM in the Genetically at Risk",NA
583,"NCT03453437","Eligible","ctgov",NA,"NCT03453437","Irrelevant intervention type","Mindful Self-compassion and Perfectionism","University of Bergen",NA,NA,NA,"Not Applicable",FALSE,2018-01-16,2018-02-03,2019-05-14,"Completed",379,"OTHER","Behavioral",NA,"A Randomized Controlled Trial of a Mindful Self-compassion Intervention to Improve Evaluative Concerns Perfectionism, Depression, Anxiety, and Unhealthy Body Image in College Students",NA
584,"NCT03453320","Eligible","ctgov","2017-003687-12","NCT03453320","Identified in publication","Infusion Rate and Volume Kinetics for Hyperoncotic Albumine in Healthy Subjects","Linkoeping University Hospital",NA,NA,NA,"Phase 4",FALSE,2018-02-24,2018-02-24,2019-01-31,"Completed",12,"OTHER","Drug",NA,"Infusion Rate and Volume Kinetics for Hyperoncotic Albumine in Healthy Subjects",NA
585,"NCT03452852","Eligible","ctgov",NA,"NCT03452852","Irrelevant intervention type","Prospective, RCT of Split Thickness Skin Grafts on Lower Leg After Compression Therapy With Compression Bandage vs. NPWT","Oslo University Hospital",NA,NA,NA,"Not Applicable",FALSE,2018-02-26,2018-03-01,2019-12-31,"Unknown status",60,"OTHER","Device | Other",NA,"Prospective, Randomized Study of Split Thickness Skin Graft in Wounds on Lower Leg After Compression Therapy With Compression Bandage vs. NPWT",NA
586,"NCT03453294","Eligible","ctgov",NA,"NCT03453294","Irrelevant intervention type","Effect of THRIVE During Apneic Oxygenation in General Anesthesia on Biomarkers","Karolinska University Hospital",NA,NA,NA,"Not Applicable",FALSE,2018-01-21,2018-01-22,2018-11-01,"Completed",30,"OTHER","Device",NA,"Effect of Trans Nasal Humidified Rapid Insufflation Ventilatory Exchange (THRIVE) During Apneic Oxygenation in General Anesthesia on Biomarkers",NA
587,"NCT00888511","Cross-registration duplicate","ctgov","2008-008921-30","NCT00888511","Identified in manual search","Tarceva And Radiotherapy in Locally Advanced Lung Cancer Non-small Cell Lung Cancer","Odense University Hospital",NA,NA,NA,"Phase 2",TRUE,2009-04-24,2009-05-31,2016-05-31,"Completed",15,"OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER","Drug | Radiation",NA,"Concomitant Tarceva® and Irradiation in Patients in Local-regionally Advanced Non-small Cell Lung Cancer. A Phase II Study",NA
588,"NCT00904813","Eligible","ctgov",NA,"NCT00904813","Irrelevant intervention type","The Stockholm III Trial on Different Preoperative Radiotherapy Regimens in Rectal Cancer","Karolinska Institutet",NA,NA,NA,"Not Applicable",TRUE,2009-05-19,1998-11-30,2018-03-31,"Completed",840,"OTHER;OTHER;OTHER_GOV","Radiation",NA,"A Prospective Randomized Trial on Different Preoperative Radiotherapy Regimens in Rectal Cancer, Stockholm III.",NA
589,"NCT02468752","Eligible","ctgov",NA,"NCT02468752","None found","Reduction of Venous Emboli Load After Breathing Normobaric Oxygen Compared to Air","Gothenburg University",NA,NA,NA,"Phase 2/Phase 3",FALSE,2015-06-03,2015-05-31,2019-04-30,"Completed",48,"OTHER;OTHER;OTHER;OTHER","Drug | Other",NA,"Mängden kvävgasbubblor i Blodet Efter Dykning Vid Syrgasandning jämfört Med Luftandning",NA
590,"NCT01122446","Eligible","ctgov","2008-007484-16","NCT01122446","Identified in manual search","Diabetes Prevention - Immune Tolerance","Lund University",NA,NA,NA,"Phase 2",TRUE,2010-05-12,2009-04-30,2016-12-31,"Completed",50,"OTHER;OTHER","Other | Drug",NA,"A Double-blind, Randomized Investigator-initiated Study to Determine the Safety and the Effect of Diamyd® on the Progression to Type 1 Diabetes in Children With Multiple Islet Cell Autoantibodies",NA
591,"NCT01161329","Eligible","ctgov",NA,"NCT01161329","Irrelevant intervention type","Effect of Intensified Physical Activity for Patients With Stroke - a Combined Physical and Behavioural Approach","Uppsala University",NA,NA,NA,"Phase 1",TRUE,2010-07-12,2009-09-30,2016-02-29,"Completed",67,"OTHER;OTHER_GOV;OTHER","Other",NA,"Description of Physical and Psychosocial Problems One Year After Stroke and the Effect of Intensified Physical Activity for Patients With Stroke - a Combined Physical and Behavioural Approach",NA
592,"NCT01181076","Eligible","ctgov",NA,"NCT01181076","Irrelevant intervention type","Individualized Nutrition for Adult Recipients of Allogeneic Stem Cell Transplants - Effect on Quality of Life","Oslo University Hospital",NA,NA,NA,"Not Applicable",TRUE,2010-08-04,2010-08-10,2017-03-01,"Completed",119,"OTHER;OTHER","Dietary Supplement",NA,"Individualized Nutrition for Adult Recipients of Allogeneic Stem Cell Transplants - Effect on Quality of Life",NA
593,"NCT03451955","Eligible","ctgov",NA,"NCT03451955","Irrelevant intervention type","The Effect of a Gluten Free Diet on the Permeability of the Blood Brain Barrier in Patients With CIS","University of Copenhagen",NA,NA,NA,"Not Applicable",FALSE,2017-09-22,2018-01-19,2019-06-01,"Unknown status",40,"OTHER;OTHER","Other",NA,"The Effect of a Gluten Free Diet on the Permeability of the Blood Brain Barrier in Patients With Clinically Isolated Syndrome Measured by Dynamic Contrast Enhanced Magnetic Resonance Imaging",NA
594,"NCT03449654","Cross-registration duplicate","ctgov","2016-001523-31","NCT03449654","Automatically identified","Effect of Liraglutide on Vascular Inflammation in Type-2 Diabetes","Steno Diabetes Center Copenhagen",NA,NA,NA,"Phase 4",FALSE,2017-12-07,2017-10-26,2019-08-16,"Completed",102,"OTHER;UNKNOWN","Drug",NA,"Effect of Liraglutide on Vascular Inflammation in Type-2 Diabetes: A Randomized, Placebo-controlled, Double-blind, Parallel Clinical PET/CT Trial The Liraflame Trial",NA
595,"NCT03447197","Ineligible institution","ctgov",NA,"NCT03447197","Ignore, ineligible","Five-year Patency of No-touch Saphenous Vein Grafts in On-pump Versus Clamp-less Off-pump Coronary Artery Bypass Surgery",NA,NA,NA,NA,"Not Applicable",FALSE,2018-02-20,2015-09-01,2017-12-31,"Completed",59,"OTHER_GOV","Procedure",NA,"Five-year Patency of No-touch Saphenous Vein Grafts in On-pump Versus Clamp-less Off-pump Coronary Artery Bypass Surgery: A Sub-study of a Multicenter Randomized Controlled Trial",NA
596,"NCT03445299","Eligible","ctgov",NA,"NCT03445299","Irrelevant intervention type","Music for Dementia-related Sleep Problems","Aarhus University",NA,NA,NA,"Not Applicable",FALSE,2017-12-21,2018-02-26,2018-12-01,"Completed",40,"OTHER;OTHER","Behavioral",NA,"Dementia and Sleep",NA
597,"NCT03444571","Eligible","ctgov",NA,"NCT03444571","Irrelevant intervention type","PRO-DIAG: Improved Diagnosis of Prosthetic Joint Infections","Aalborg University",NA,NA,NA,"Not Applicable",FALSE,2018-02-19,2018-02-16,2019-12-31,"Unknown status",40,"OTHER;OTHER","Procedure",NA,"PRO-DIAG: Improved Diagnosis of Prosthetic Joint Infections",NA
598,"NCT03444220","Ineligible end date","ctgov","2019-004400-35","NCT03444220","Identified in manual search","Gut Microbiota Transplantation in Systemic Sclerosis","Oslo University Hospital",NA,NA,NA,"Phase 1/Phase 2",FALSE,2018-02-13,2018-01-18,2018-10-15,"Completed",10,"OTHER","Biological",NA,"Reduce Disease Activity in Systemic Sclerosis by Transplantation of an Anaerobically Cultivated Human Intestinal Microbiota, a Controlled Interventional Pilot Trial",NA
599,"NCT03444194","Eligible","ctgov",NA,"NCT03444194","Irrelevant intervention type","Treatment Response Evaluation in Patients With Non-resectable Colorectal Liver Metastases A Feasibility Study","Odense University Hospital",NA,NA,NA,"Not Applicable",FALSE,2017-02-09,2017-05-12,2019-02-28,"Unknown status",30,"OTHER","Procedure",NA,"Treatment Response Evaluation in Patients With Non-resectable Colorectal Liver Metastases A Feasibility Study",NA
600,"NCT03443258","Eligible","ctgov",NA,"NCT03443258","Irrelevant intervention type","Needs Assessment Tool Integrated in Clinical Practice of Head and Neck Cancer Rehabilitation","Copenhagen University Hospital",NA,NA,NA,"Not Applicable",FALSE,2018-01-31,2018-06-11,2019-11-30,"Completed",93,"OTHER;INDUSTRY;OTHER","Other",NA,"Needs Assessment and Decision-making Tool (NEAT-decision) Integrated in a Clinical Practice to Enhance Patient Involvement in Head and Neck Cancer Rehabilitation - a Randomized Controlled Trial",NA
601,"NCT03443011","Eligible","ctgov",NA,"NCT03443011","Irrelevant intervention type","Diagnostics in Diverticulitis (DIDit)","Uppsala University",NA,NA,NA,"Not Applicable",FALSE,2016-12-26,2017-01-19,2018-03-01,"Completed",149,"OTHER;OTHER;UNKNOWN","Radiation",NA,"Diagnostics in Diverticulitis (DIDit)",NA
602,"NCT03442257","Eligible","ctgov",NA,"NCT03442257","Irrelevant intervention type","Text Message Intervention for Prevention of Cardiovascular Disease in Primary Care Patients With Hypertension","Lund University",NA,NA,NA,"Not Applicable",FALSE,2018-01-11,2018-03-19,2018-12-18,"Completed",59,"OTHER","Behavioral",NA,"PUSH ME (Primary Care USage of Health Promoting Messages): A Text Message-based Intervention for Prevention of Cardiovascular Disease in Primary Care Patients With Hypertension: a Randomized Controlled Pilot Trial",NA
603,"NCT03441698","Eligible","ctgov",NA,"NCT03441698","Irrelevant intervention type","Relaxing Effects of Acupuncture, Sham Acupuncture or no Acupuncture","Linkoeping University",NA,NA,NA,"Not Applicable",FALSE,2018-02-08,2013-09-30,2017-04-30,"Completed",363,"OTHER_GOV;OTHER_GOV","Device | Other",NA,"Relaxing Effects of Acupuncture, Sham Acupuncture or no Acupuncture, Given by Therapists Delivering Positive or Neutral Communication Regarding Expected Effects",NA
604,"NCT03441490","Eligible","ctgov",NA,"NCT03441490","Irrelevant intervention type","Internet-delivered Cognitive Behavioural Therapy for Adolescents With Anxiety","Linkoeping University",NA,NA,NA,"Not Applicable",FALSE,2018-02-14,2018-02-08,2018-06-20,"Completed",120,"OTHER_GOV","Behavioral",NA,"Internet-delivered Cognitive Behavioural Therapy for Adolescents With Anxiety: A Factorial Design",NA
605,"NCT03439787","Cross-registration duplicate","ctgov","2017-005180-40","NCT03439787","Automatically identified","Popliteal Plexus Block for Total Knee Arthroplasty","Aarhus University",NA,NA,NA,"Phase 4",FALSE,2018-01-18,2018-05-15,2018-08-23,"Terminated",15,"OTHER","Drug | Other",NA,"The Effect of the Popliteal Plexus Block on Postoperative Pain After Total Knee Arthroplasty - a Randomized, Controlled, Double-blinded Study",NA
606,"NCT03437538","Ineligible institution","ctgov",NA,"NCT03437538","Ignore, ineligible","Reduction Ratio and Clearance During Hemodialysis With MCO-filter Compared to HDF With Standard High-flux Filter",NA,NA,NA,NA,"Not Applicable",FALSE,2018-01-22,2018-05-21,2019-04-16,"Completed",18,"OTHER;OTHER","Device",NA,"Reduction Ratio and Clearance of Middle Molecules During a Single Hemodialysis Session With Medium Cut-Off (MCO) Filter Compared to Hemodiafiltration (HDF) With Standard High-flux Filter",NA
607,"NCT03436030","Eligible","ctgov",NA,"NCT03436030","Irrelevant intervention type","Atrial and Ventricular Wall Stress During Breathing","Umeå University",NA,NA,NA,"Not Applicable",FALSE,2017-12-15,2017-11-18,2018-04-30,"Completed",40,"OTHER;OTHER_GOV","Other",NA,"Atrial and Ventricular Wall Stress, Effects of Breathing and Airway Pressure",NA
608,"NCT03435900","Cross-registration duplicate","ctgov","2017-004753-16","NCT03435900","Automatically identified","Intraperitoneal Administration of Fosfomycin, Metronidazole and Molgramostim Versus Intravenous Antibiotics for Perforated Appendicitis","Herlev and Gentofte Hospital",NA,NA,NA,"Phase 2",FALSE,2018-02-05,2018-02-14,2018-07-17,"Completed",13,"OTHER;OTHER","Drug",NA,"Intraperitoneal Administration of Fosfomycin, Metronidazole and Molgramostim Versus Intravenous Conventional Antibiotics for Perforated Appendicitis - a Pivotal Quasi-randomized Controlled Trial",NA
609,"NCT03431311","Eligible","ctgov",NA,"NCT03431311","None found","T Cell Receptor Based Therapy of Metastatic Colorectal Cancer","Oslo University Hospital",NA,NA,NA,"Phase 1/Phase 2",FALSE,2018-01-30,2018-03-08,2019-06-12,"Terminated",1,"OTHER","Biological",NA,"Protocol for Treatment Under Hospital Exemption: T Cell Receptor Based Therapy of Metastatic Colorectal Cancer With mRNA-engineered T Cells Targeting Transforming Growth Factor Beta Receptor Type II (TGFßII)",NA
610,"NCT03428542","Ineligible institution","ctgov",NA,"NCT03428542","Ignore, ineligible","Yoga and Psychological and Physiological Health",NA,NA,NA,NA,"Not Applicable",FALSE,2018-01-30,2016-01-11,2016-04-23,"Completed",105,"OTHER;OTHER","Behavioral",NA,"The Effects of Yoga on Psychological and Physiological Health in a Population Based Cohort",NA
611,"NCT03426956","Eligible","ctgov",NA,"NCT03426956","Irrelevant intervention type","Glucose Absorption and Gut Hormone Secretion After Gastric Bypass","Hvidovre and Amager Hospital",NA,NA,NA,"Not Applicable",FALSE,2018-02-02,2018-02-08,2019-05-01,"Unknown status",10,"OTHER","Dietary Supplement",NA,"Impact of Canaglifloxin on Gut Hormone Secretion After Gastric Bypass",NA
612,"NCT03425942","Eligible","ctgov",NA,"NCT03425942","Irrelevant intervention type","Internet Administered CBT for Insomnia Comorbid With Chronic Pain","Linkoeping University",NA,NA,NA,"Not Applicable",FALSE,2018-01-24,2018-02-09,2019-05-14,"Completed",54,"OTHER_GOV","Behavioral",NA,"Internet Administered CBT for Insomnia Comorbid With Chronic Pain Compared to Applied Relaxation Techniques - A Randomized Controlled Trial",NA
613,"NCT03425357","Eligible","ctgov",NA,"NCT03425357","Irrelevant intervention type","Sonoelastography of the Supraspinatus Tendon","University of Southern Denmark",NA,NA,NA,"Not Applicable",FALSE,2018-01-31,2018-03-25,2019-08-21,"Completed",23,"OTHER;OTHER;OTHER;OTHER;OTHER;UNKNOWN","Other",NA,"Responsiveness of Sonoelastography in the Supraspinatus Tendon",NA
614,"NCT03425344","Eligible","ctgov",NA,"NCT03425344","Irrelevant intervention type","Discriminative Validity of Strain Elastography of the Supraspinatus Tendon","University of Southern Denmark",NA,NA,NA,"Not Applicable",FALSE,2018-02-01,2018-03-11,2019-08-21,"Completed",60,"OTHER;OTHER;OTHER;OTHER;OTHER;UNKNOWN","Diagnostic Test",NA,"Discriminative Validity of Real-time Sonoelastography of the Supraspinatus Tendon: Comparison of Findings Between Patients With Supraspinatus Tendinopathy and Healthy Volunteers",NA
615,"NCT03425175","Ineligible institution","ctgov",NA,"NCT03425175","Ignore, ineligible","Audio Recording During Laparoscopic Surgery",NA,NA,NA,NA,"Not Applicable",FALSE,2018-01-24,2017-08-29,2017-09-28,"Completed",41,"OTHER;OTHER","Other",NA,"Audio Recording During Laparoscopic Surgery - The Impact on Conversation Between Surgeons",NA
616,"NCT03424863","Eligible","ctgov",NA,"NCT03424863","Irrelevant intervention type","Blood Pressure Changes During Moderate Intensity Strength Training in Aortic Stent-graft Patients","Bispebjerg and Frederiksberg Hospital",NA,NA,NA,"Not Applicable",FALSE,2018-01-26,2018-02-22,2018-08-31,"Completed",46,"OTHER","Other",NA,"Peak Systolic Blood Pressure in Heart Patients With Aortic Stent-graft During Moderate Intensity Strength Training: A Descriptive Intervention Study",NA
617,"NCT03423381","Eligible","ctgov",NA,"NCT03423381","Irrelevant intervention type","Dietary Fibre and Metabolic Benefits","Lund University",NA,NA,NA,"Not Applicable",FALSE,2017-12-29,2018-05-30,2019-02-28,"Completed",18,"OTHER;OTHER_GOV;UNKNOWN","Other",NA,"Validation of a New Antidiabetic Food Concept Based on Modulation of the Gut Microbiota",NA
618,"NCT03420924","Eligible","ctgov",NA,"NCT03420924","Irrelevant intervention type","Thermal Suit With Forced-air Warming in Breast Cancer Surgery","Tampere University Hospital",NA,NA,NA,"Not Applicable",FALSE,2018-01-29,2018-02-20,2018-07-06,"Completed",40,"OTHER","Device",NA,"Thermal Suit With Forced-air Warming in Breast Cancer Surgery: A Randomized Clinical Investigation",NA
619,"NCT03413501","Eligible","ctgov",NA,"NCT03413501","Irrelevant intervention type","A Multi-disciplinary Pain Intervention (MUD-PI) for Patients With Chronic Widespread Primary Pain","Oslo University Hospital",NA,NA,NA,"Not Applicable",FALSE,2017-12-17,2016-09-20,2018-02-20,"Unknown status",49,"OTHER","Behavioral",NA,"A Multi-disciplinary Pain Intervention (MUD-PI) for Patients With Chronic Widespread Primary Pain",NA
620,"NCT03412695","Eligible","ctgov",NA,"NCT03412695","Irrelevant intervention type","Development of a Decision Support System to Prevent and Treat Disease-related Malnutrition","Oslo University Hospital",NA,NA,NA,"Not Applicable",FALSE,2018-01-10,2018-08-22,2019-05-31,"Completed",100,"OTHER;OTHER","Device",NA,"Development of a Decision Support System to Prevent and Treat Disease-related Malnutrition",NA
621,"NCT03410745","Eligible","ctgov",NA,"NCT03410745","Irrelevant intervention type","Cartilage Adaptation and Response to Interleukins and Exercise","Bispebjerg and Frederiksberg Hospital",NA,NA,NA,"Not Applicable",FALSE,2018-01-19,2018-02-21,2019-09-10,"Completed",32,"OTHER","Behavioral",NA,"The Effect of Exercise on the Collagen Synthesis and Cytokine Response in Human Cartilage Tissue With Osteoarthritis",NA
622,"NCT03409393","Eligible","ctgov",NA,"NCT03409393","Irrelevant intervention type","Feasibility and Relevance of High-Intensity Functional Training in Patients With First-Episode Psychosis","Copenhagen University Hospital",NA,NA,NA,"Not Applicable",FALSE,2018-01-04,2018-01-22,2018-08-01,"Completed",27,"OTHER;OTHER;OTHER","Other",NA,"Feasibility and Relevance of High-Intensity Functional Training in Patients Undergoing Specialised Early Intervention Treatment for First-Episode Psychosis",NA
623,"NCT03408925","Eligible","ctgov",NA,"NCT03408925","Irrelevant intervention type","Preventing Injury in Elite Orienteerers","Karolinska Institutet",NA,NA,NA,"Not Applicable",FALSE,2018-01-16,2018-02-27,2018-10-15,"Completed",66,"OTHER","Other",NA,"Preventing Lower Extremity Injury in Elite Orienteerers",NA
624,"NCT03405831","Eligible","ctgov","2016-004706-33","NCT03405831","Identified in manual search","Effect of Ivabradine on Exercise Capacity After Heart Transplantation","Copenhagen University Hospital",NA,NA,NA,"Phase 4",FALSE,2018-01-05,2018-04-17,2019-12-31,"Unknown status",35,"OTHER;OTHER;OTHER","Drug",NA,"The Effect of Ivabradine Treatment on Exercise Capacity in Patients With Cardiac Allograft Vasculopathy After Heart Transplantation",NA
625,"NCT03402529","Ineligible institution","ctgov",NA,"NCT03402529","Ignore, ineligible","Added Value of Contrast Enhanced Spectral Mammography, CESM. A Pilot Study.",NA,NA,NA,NA,"Not Applicable",FALSE,2017-12-04,2017-11-28,2018-10-19,"Completed",47,"OTHER","Diagnostic Test",NA,"Added Value of Contrast Enhanced Spectral Mammography, CESM in Diagnostics and Size Estimation of Malignant Lesions in Breast. A Pilot Study.",NA
626,"NCT03401723","Eligible","ctgov",NA,"NCT03401723","Irrelevant intervention type","A Validation Study of a Computerized Movement Analysis of the Colonoscope in Simulated Colonoscopy","Copenhagen University Hospital",NA,NA,NA,"Not Applicable",FALSE,2017-12-22,2017-12-01,2018-03-30,"Completed",24,"OTHER;OTHER","Other",NA,"A Validation Study of the 3D-CoPS and 3D-CoRS and Its Relationship With an International Acknowledged Assessment Tool (ETS) in Simulated Colonoscopy",NA
627,"NCT03400969","Eligible","ctgov",NA,"NCT03400969","Irrelevant intervention type","Effectiveness of Three Different Oral Moisturizers in Palliative Care Patients.","University of Bergen",NA,NA,NA,"Not Applicable",FALSE,2017-12-14,2018-03-01,2019-03-15,"Unknown status",30,"OTHER","Device",NA,"A Randomized Controlled Trial of the Effectiveness of Three Different Oral Moisturizers in Palliative Care Patients.",NA
628,"NCT03397628","Eligible","ctgov",NA,"NCT03397628","Irrelevant intervention type","FIFA 11 for Health in Europe","University of Southern Denmark",NA,NA,NA,"Not Applicable",FALSE,2016-09-23,2016-08-01,2018-12-30,"Unknown status",20000,"OTHER","Other",NA,"FIFA 11 for Health in Europe",NA
629,"NCT03397563","Eligible","ctgov",NA,"NCT03397563","Irrelevant intervention type","Continuous Positive Airway Pressure as a Potential New Treatment for Cluster Headache","St. Olav’s University Hospital",NA,NA,NA,"Not Applicable",FALSE,2018-01-04,2018-01-16,2019-08-21,"Completed",30,"OTHER;OTHER","Device",NA,"Continuous Positive Airway Pressure as a Potential New Treatment for Cluster Headache - a Randomized Controlled Crossover Study",NA
630,"NCT03396029","Eligible","ctgov",NA,"NCT03396029","Irrelevant intervention type","Tailored Written Lifestyle Feedback in Colorectal Cancer Screening","Oslo University Hospital",NA,NA,NA,"Not Applicable",FALSE,2017-12-29,2014-11-01,2018-10-31,"Completed",3642,"OTHER","Behavioral",NA,"A Randomized Trial of Tailored Written Lifestyle Feedback in Colorectal Cancer Screening",NA
631,"NCT03394833","Eligible","ctgov",NA,"NCT03394833","Irrelevant intervention type","Hemodynamic Stability During Induction of Anaesthesia","Umeå University",NA,NA,NA,"Not Applicable",FALSE,2017-11-17,2017-11-20,2019-04-30,"Completed",80,"OTHER","Other",NA,"Hemodynamic Stability During an Induction of Anaesthesia: A Randomized, Non-blinded Study",NA
632,"NCT03393156","Eligible","ctgov",NA,"NCT03393156","Irrelevant intervention type","Negative Meta-cognitions as a Causal Factor to Worry","Karolinska Institutet",NA,NA,NA,"Not Applicable",FALSE,2018-01-02,2018-02-06,2018-05-06,"Completed",108,"OTHER","Behavioral",NA,"Negative Meta-cognitions as a Causal Factor to Worry: A Randomized Controlled Trial",NA
633,"NCT03391505","Eligible","ctgov",NA,"NCT03391505","Irrelevant intervention type","Acute Effects of Physical Activity On Memory, Cognitive Performance and Brain Activity","University of Southern Denmark",NA,NA,NA,"Not Applicable",FALSE,2017-12-21,2018-03-05,2018-05-30,"Unknown status",100,"OTHER;OTHER","Behavioral",NA,"Acute Effects of Physical Activity On Memory, Cognitive Performance and Brain Activity",NA
634,"NCT03390972","Ineligible institution","ctgov",NA,"NCT03390972","Ignore, ineligible","Dexmedetomidine and Swallowing Function",NA,NA,NA,NA,"Phase 4",FALSE,2017-12-14,2018-01-22,2018-04-11,"Unknown status",20,"OTHER","Drug",NA,"Effects of Dexmedetomidine on Swallowing Function: a Randomized, Double-Blind Study in Healthy Volunteers",NA
635,"NCT03390868","Eligible","ctgov",NA,"NCT03390868","Irrelevant intervention type","Effects of a Web-based Training Programme Focusing on Challenging Behaviour","Umeå University",NA,NA,NA,"Not Applicable",FALSE,2017-12-29,2018-01-10,2018-11-15,"Completed",212,"OTHER;OTHER","Behavioral",NA,"Effects of a Web-based Training Programme for Professional Carers Working With People With Learning Disabilities Who Exhibit Challenging Behaviour",NA
636,"NCT03388918","Eligible","ctgov",NA,"NCT03388918","Irrelevant intervention type","Future Patient - Telerehabilitation of Heart Failure Patients","Aalborg University",NA,NA,NA,"Not Applicable",FALSE,2017-08-24,2016-12-21,2019-08-01,"Completed",140,"OTHER;OTHER;UNKNOWN;UNKNOWN;OTHER;OTHER;OTHER;OTHER;UNKNOWN;UNKNOWN;OTHER;UNKNOWN","Device",NA,"Future Patient - Telerehabilitation of Heart Failure Patients",NA
637,"NCT03388879","Eligible","ctgov",NA,"NCT03388879","Irrelevant intervention type","Reamed Nailing Versus Taylor Spatial Frame in Tibia Shaft Fractures","Oslo University Hospital",NA,NA,NA,"Not Applicable",FALSE,2017-12-17,2010-10-31,2016-06-21,"Completed",65,"OTHER;OTHER","Device",NA,"Reamed Nailing Versus Taylor Spatial Frame in Tibia Shaft Fractures",NA
638,"NCT03385681","Eligible","ctgov",NA,"NCT03385681","Irrelevant intervention type","Pediatric Pain Management - an Intervention Study","Oslo University Hospital",NA,NA,NA,"Not Applicable",FALSE,2017-10-30,2014-09-30,2019-12-31,"Unknown status",876,"OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER_GOV;OTHER;OTHER;OTHER","Other",NA,"Pediatric Pain Management in Post Anesthesia Care Units - an Intervention Study",NA
639,"NCT03385538","Eligible","ctgov","2015-003548-38","NCT03385538","Identified in manual search","Clopidogrel Response and CYP2C19 Genotype in Ischemic Stroke Patients","Zealand University Hospital",NA,NA,NA,"Phase 4",FALSE,2017-08-21,2015-11-01,2017-07-30,"Completed",103,"OTHER","Drug",NA,"Clopidogrel Response and CYP2C19 Genotype in Ischemic Stroke Patients",NA
640,"NCT03384719","Eligible","ctgov",NA,"NCT03384719","Irrelevant intervention type","The Effect of Milk Protein vs Blends of Milk and Plant Protein on Growth Markers in 7-8 Year Old Healthy Danish Children","University of Copenhagen",NA,NA,NA,"Not Applicable",FALSE,2017-12-13,2018-01-18,2018-12-18,"Completed",129,"OTHER;INDUSTRY;OTHER","Dietary Supplement",NA,"The Effect of Milk Protein vs. Blends of Milk and Plant Protein on Growth Markers in 7-8 Year Old Healthy Danish Children",NA
641,"NCT03384147","Eligible","ctgov",NA,"NCT03384147","Irrelevant intervention type","Metabolic Imprints of Alcoholic Beverages","University of Copenhagen",NA,NA,NA,"Not Applicable",FALSE,2017-12-11,2016-01-13,2017-12-31,"Completed",26,"OTHER;UNKNOWN","Dietary Supplement | Other",NA,"Metabolic Imprints of Alcoholic Beverages",NA
642,"NCT03383328","Cross-registration duplicate","ctgov","2017-002666-47","NCT03383328","Automatically identified","Study for Optimizing Anti-inflammatory Prophylaxis","Copenhagen University Hospital",NA,NA,NA,"Phase 4",FALSE,2017-12-19,2018-02-01,2019-12-18,"Completed",470,"OTHER","Drug",NA,"Effect of Drop-less Surgery Compared to Topical NSAID Alone and Combination of Steroid and NSAID on Central Macular Thickness After Cataract Surgery, a Randomized Controlled Trial",NA
