"proj_id","primary_id","eudract_id","nct_id","eligibility_final","lead_institution","crossreg_final","crossreg_manual_extractor","has_publication","publication_doi","publication_pmid","publication_url","publication_date","identification_step","publication_type","is_prospective","has_summary_results","summary_results_date","registration_date","start_date","completion_date","completion_year","primary_completion_date","primary_completion_year","recruitment_status","phase","enrollment","is_multicentric","is_multinational","main_sponsor","is_controlled","is_randomised","masking","center_size"
"783","NCT02301585",NA,"NCT02301585","Eligible","Karolinska Institutet","Irrelevant intervention type",NA,"Yes","10.24015/JAPM.2017.0049",NA,"http://dx.doi.org/10.24015/JAPM.2017.0049","2017-01-01","Systematic Google search","Journal publication","No","No",NA,"2014-09-14","2014-02-28","2016-02-29","2016","2016-02-29","2016","Terminated","Not Applicable",34,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"784","NCT02302625",NA,"NCT02302625","Eligible","Karolinska Institutet","Irrelevant intervention type",NA,"Yes","10.1080/16506073.2018.1504320","30192705","https://doi.org/10.1080/16506073.2018.1504320","2018-09-07","Systematic Google search","Journal publication","Yes","No",NA,"2014-11-19","2014-11-30","2016-02-29","2016","2016-02-29","2016","Completed","Not Applicable",9,"No",NA,"Only non-industry","No","No","Yes","large"
"785","NCT02303483",NA,"NCT02303483","Eligible","Aarhus University Hospital","Irrelevant intervention type",NA,"Yes","10.1093/ajcn/nqy132","2.9992272E7","https://doi.org/10.1093/ajcn/nqy132","2018-08-01","Linked at the registration","Journal publication","Yes","No",NA,"2014-11-20","2016-01-04","2017-04-04","2017","2017-04-04","2017","Completed","Not Applicable",40,"No",NA,"Only non-industry","Yes","Yes","No","large"
"786","NCT02303756",NA,"NCT02303756","Eligible","Odense University Hospital","Irrelevant intervention type",NA,"Yes","10.1177/2050640618798182","3.0574327E7","https://doi.org/10.1177/2050640618798182","2018-09-11","Linked at the registration","Journal publication","Yes","No",NA,"2014-11-24","2015-08-31","2016-08-31","2016","2016-07-31","2016","Completed","Not Applicable",250,"No",NA,"Only non-industry","No","No","Yes","large"
"788","NCT02306369",NA,"NCT02306369","Eligible","Karolinska Institutet","Irrelevant intervention type",NA,"Yes","10.1038/ajg.2016.503","2.7845338E7","https://doi.org/10.1038/ajg.2016.503","2016-11-15","Systematic Google search","Journal publication","No","No",NA,"2014-09-08","2013-11-30","2017-11-18","2017","2016-05-31","2016","Completed","Not Applicable",101,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"789","NCT02306434",NA,"NCT02306434","Eligible","Uppsala University","Irrelevant intervention type",NA,"Yes","10.2196/10420","30097422","https://doi.org/10.2196/10420","2018-08-10","Linked at the registration","Journal publication","No","No",NA,"2014-12-01","2014-03-31","2017-03-31","2017","2017-03-31","2017","Completed","Not Applicable",258,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"790","NCT02306941",NA,"NCT02306941","Eligible","Karolinska Institutet","Irrelevant intervention type",NA,"Yes","10.1016/j.beth.2018.05.002","30661558","https://www.sciencedirect.com/science/article/pii/S0005789418300613","2018-05-19","Systematic Google search","Journal publication","Yes","No",NA,"2014-11-30","2015-03-31","2016-12-31","2016","2016-07-31","2016","Completed","Not Applicable",31,"No",NA,"Only non-industry","No","No","Yes","large"
"791","NCT02308384",NA,"NCT02308384","Eligible","Aarhus University","Irrelevant intervention type",NA,"No",NA,NA,NA,NA,NA,NA,"Yes","No",NA,"2014-11-26","2015-09-30","2016-09-30","2016","2016-09-30","2016","Completed","Not Applicable",825,"No",NA,"Only non-industry","No","Yes","Yes","large"
"793","NCT02310256",NA,"NCT02310256","Eligible","Norwegian University of Science and Technology","Irrelevant intervention type",NA,"Yes","10.1016/j.jvs.2016.12.106","28285932","https://doi.org/10.1016/j.jvs.2016.12.106","2017-03-09","Linked at the registration","Journal publication","Yes","No",NA,"2014-11-10","2014-11-30","2016-03-31","2016","2015-12-31","2015","Completed","Not Applicable",30,"No",NA,"Only non-industry","Yes","Yes","No","large"
"794","NCT02311231","2012-005260-10","NCT02311231","Cross-registration duplicate","Uppsala University","Identified in manual search","Cathrine","Yes","10.1056/NEJMoa1706443","28844201","https://www.nejm.org/doi/10.1056/NEJMoa1706443","2017-08-27","Linked at the registration","Journal publication","No","No",NA,"2014-11-27","2014-06-30","2017-03-31","2017","2017-03-31","2017","Completed","Phase 4",6012,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"72","2012-005260-10","2012-005260-10","NCT02311231","Eligible","Uppsala University","Identified in publication","Cathrine A","Yes","10.1056/NEJMoa1706443","2.8844201E7","https://www.nejm.org/doi/full/10.1056/NEJMoa1706443","2017-08-27","Systematic Google search","Journal publication","Yes","Yes","2019-02-13","2012-12-17","2014-06-26","2017-03-10","2017","2017-03-10","2017","Any Completed, none Prematurely Ended","4",6006,"Yes","Yes","Only non-industry","Yes","Yes","Yes","large"
"132","2014-003432-39","2014-003432-39","NCT02313220","Eligible","Uppsala University","Automatically identified","Cathrine A","Yes","10.1111/dom.12779","27550386","https://doi.org/10.1111/dom.12779","2016-09-26","Systematic Google search","Journal publication","Yes","Yes","2020-08-07","2014-09-22","2014-11-03","2016-03-14","2016","2016-03-14","2016","Any Completed, none Prematurely Ended","2",50,"No","No","Only non-industry","Yes","Yes","No","large"
"796","NCT02313220","2014-003432-39","NCT02313220","Cross-registration duplicate","Uppsala University","Automatically identified","Cathrine","Yes","10.1111/dom.12779","27550386","https://doi.org/10.1111/dom.12779","2016-09-26","Systematic Google search","Journal publication","Yes","No",NA,"2014-12-05","2014-12-31","2016-03-31","2016","2016-03-31","2016","Completed","Phase 2",50,"No",NA,"Industry or mixed","Yes","Yes","No","large"
"797","NCT02314065",NA,"NCT02314065","Eligible","Karolinska Institutet","Irrelevant intervention type",NA,"Yes","10.1001/jamapsychiatry.2020.0940","32401286","https://jamanetwork.com/journals/jamapsychiatry/fullarticle/2765960","2020-09-01","Linked at the registration","Journal publication","Yes","No",NA,"2014-12-08","2014-12-10","2018-07-23","2018","2018-07-23","2018","Completed","Not Applicable",204,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"800","NCT02315911",NA,"NCT02315911","Eligible","Karolinska University Hospital","Irrelevant intervention type",NA,"Yes","10.1001/jamaoto.2018.0487","2.9852045E7","https://doi.org/10.1001/jamaoto.2018.0487","2018-07-01","Linked at the registration","Journal publication","Yes","No",NA,"2014-12-08","2014-12-31","2019-03-31","2019","2019-03-31","2019","Completed","Not Applicable",143,"No",NA,"Only non-industry","Yes","Yes","No","large"
"801","NCT02317237",NA,"NCT02317237","Eligible","Aarhus University","Irrelevant intervention type",NA,"Yes","10.1016/j.bja.2018.01.039","29793595","https://doi.org/10.1016/j.bja.2018.01.039","2018-03-28","Linked at the registration","Journal publication","Yes","No",NA,"2014-12-04","2015-03-08","2017-05-02","2017","2017-05-02","2017","Completed","Phase 3",128,"No",NA,"Only non-industry","Yes","Yes","No","large"
"126","2014-002492-29","2014-002492-29","NCT02317601","Eligible","Hvidovre and Amager Hospital","Automatically identified","Cathrine A","Yes","10.1111/anae.14406","30151823","https://doi.org/10.1111/anae.14406","2018-08-27","Systematic Google search","Journal publication","Yes","No",NA,"2014-06-20","2014-12-31","2016-06-08","2016","2016-05-31","2016","Any Completed, none Prematurely Ended","4",120,"No","No","Only non-industry","Yes","Yes","No","large"
"802","NCT02317601","2014-002492-29","NCT02317601","Cross-registration duplicate","Hvidovre and Amager Hospital","Automatically identified","Cathrine A","Yes","10.1111/anae.14406","30151823","https://doi.org/10.1111/anae.14406","2018-08-27","Systematic Google search","Journal publication","Yes","No",NA,"2014-11-27","2014-12-31","2016-05-31","2016","2016-05-31","2016","Completed","Phase 4",122,"No",NA,"Only non-industry","Yes","Yes","No","large"
"803","NCT02318420",NA,"NCT02318420","Eligible","University of Copenhagen","Irrelevant intervention type",NA,"Yes","10.1002/ijgo.12692","3.0307609E7","https://doi.org/10.1002/ijgo.12692","2018-10-26","Linked at the registration","Journal publication","No","No",NA,"2014-11-04","2014-10-01","2018-07-01","2018","2016-03-01","2016","Completed","Not Applicable",3087,"No",NA,"Only non-industry","No","No","Yes","large"
"804","NCT02318498",NA,"NCT02318498","Eligible","Karolinska Institutet","Irrelevant intervention type",NA,"Yes","10.1016/j.jcmg.2021.02.021","3.3865778E7","https://doi.org/10.1016/j.jcmg.2021.02.021","2021-04-14","Linked at the registration","Journal publication","No","No",NA,"2014-12-05","2014-11-30","2019-04-30","2019","2018-11-30","2018","Completed","Not Applicable",150,"No",NA,"Only non-industry","No","No","No","large"
"805","NCT02319252",NA,"NCT02319252","Eligible","Aarhus University","Irrelevant intervention type",NA,"Yes","10.12968/bjon.2020.29.20.1148","33180609","https://doi.org/10.12968/bjon.2020.29.20.1148","2020-11-12","Systematic Google search","Journal publication","Yes","No",NA,"2014-12-02","2015-01-31","2018-04-30","2018","2018-04-30","2018","Completed","Not Applicable",40,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"806","NCT02319343","2014-003395-23","NCT02319343","Cross-registration duplicate","Copenhagen University Hospital","Identified in publication","Cathrine A","Yes","10.1080/17453674.2017.1345236","28657396","https://doi.org/10.1080/17453674.2017.1345236","2017-06-28","Systematic Google search","Journal publication","Yes","No",NA,"2014-12-08","2015-01-31","2016-04-30","2016","2016-04-30","2016","Completed","Phase 3",70,"No",NA,"Only non-industry","Yes","Yes","No","large"
"130","2014-003395-23","2014-003395-23","NCT02332616;NCT02319343;NCT02332603;NCT02332629","Eligible","Copenhagen University Hospital","Identified in publication","Cathrine A","Yes","10.1080/17453674.2017.1345236","28657396","https://doi.org/10.1080/17453674.2017.1345236","2017-06-28","Systematic Google search","Journal publication","Yes","No",NA,"2014-12-03","2015-01-31","2016-04-01","2016","2016-04-01","2016","Any Completed, none Prematurely Ended","2",70,"No","No","Only non-industry","Yes","Yes","No","large"
"533","NCT02332603","2014-003395-23","NCT02332603","Cross-registration duplicate","Copenhagen University Hospital","Identified in publication","Cathrine A","Yes","10.1213/ANE.0000000000003591","29944516","https://journals.lww.com/anesthesia-analgesia/Fulltext/2018/10000/Preoperative_High_Dose_Methylprednisolone_and.20.aspx","2018-10-01","Linked at the registration","Journal publication","Yes","No",NA,"2015-01-05","2015-01-31","2017-01-31","2017","2017-01-31","2017","Completed","Phase 3",134,"No",NA,"Only non-industry","Yes","Yes","No","large"
"535","NCT02332616","2014-003395-23","NCT02332616","Cross-registration duplicate","Copenhagen University Hospital","Identified in manual search","Samruddhi","Yes","10.1111/cei.13071","29119559","https://doi.org/10.1111/cei.13071","2017-11-09","Systematic Google search","Journal publication","Yes","No",NA,"2015-01-05","2015-01-31","2016-04-30","2016","2016-04-30","2016","Completed","Phase 3",70,"No",NA,"Only non-industry","Yes","Yes","No","large"
"534","NCT02332629","2014-003395-23","NCT02332629","Cross-registration duplicate","Copenhagen University Hospital","Identified in manual search","Samruddhi","Yes","10.1111/anae.13983","2.8744857E7","https://doi.org/10.1111/anae.13983","2017-07-26","Systematic Google search","Journal publication","Yes","No",NA,"2015-01-05","2015-01-31","2016-04-30","2016","2016-04-30","2016","Completed","Phase 3",70,"No",NA,"Only non-industry","Yes","Yes","No","large"
"808","NCT02320370",NA,"NCT02320370","Eligible","University of Eastern Finland","Irrelevant intervention type",NA,"No",NA,NA,NA,NA,NA,NA,"Yes","No",NA,"2014-12-16","2015-01-31","2016-03-31","2016","2015-12-31","2015","Unknown status","Not Applicable",14,"Yes",NA,"Only non-industry","Yes","Yes","Yes","small"
"809","NCT02320448",NA,"NCT02320448","Eligible","Odense University Hospital","None found","Samruddhi","Yes","10.1177/1758835918777036","2.9899763E7","https://doi.org/10.1177/1758835918777036","2018-06-01","Linked at the registration","Journal publication","Yes","No",NA,"2014-12-09","2015-03-31","2017-08-31","2017","2017-08-31","2017","Completed","Phase 2",35,"No",NA,"Only non-industry","No","No","Yes","large"
"810","NCT02320526",NA,"NCT02320526","Eligible","Copenhagen University Hospital","Irrelevant intervention type",NA,"Yes","10.1007/s00125-016-4170-6","27942800","https://doi.org/10.1007/s00125-016-4170-6","2016-12-09","Linked at the registration","Journal publication","No","No",NA,"2014-12-08","2014-11-30","2016-04-30","2016","2016-02-29","2016","Completed","Not Applicable",14,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"811","NCT02321696",NA,"NCT02321696","Eligible","Oslo University Hospital","Irrelevant intervention type",NA,"Yes","10.1186/s40814-019-0490-x","3.1516727E7","https://doi.org/10.1186%2Fs40814-019-0490-x","2019-09-07","Linked at the registration","Journal publication","Yes","No",NA,"2014-12-17","2015-02-28","2017-08-31","2017","2017-08-31","2017","Completed","Not Applicable",36,"No",NA,"Only non-industry","Yes","Yes","No","large"
"812","NCT02321826",NA,"NCT02321826","Eligible","Aarhus University","Irrelevant intervention type",NA,"Yes","10.1111/jsr.12817",NA,"https://doi.org/10.1111/jsr.12817","2019-01-24","Systematic Google search","Journal publication","Yes","No",NA,"2014-12-10","2015-04-30","2017-09-29","2017","2017-09-29","2017","Completed","Not Applicable",57,"No",NA,"Only non-industry","Yes","Yes","No","large"
"813","NCT02322905",NA,"NCT02322905","Eligible","Aarhus University","Irrelevant intervention type",NA,"Yes","10.1093/jncics/pkz074",NA,"https://academic.oup.com/jncics/article/4/1/pkz074/5569556","2019-09-13","Systematic Google search","Journal publication","Yes","No",NA,"2014-12-04","2015-08-31","2018-12-31","2018","2018-06-25","2018","Completed","Not Applicable",80,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"814","NCT02323087",NA,"NCT02323087","Eligible","University of Copenhagen","Irrelevant intervention type",NA,"Yes","10.1080/02813432.2017.1333304","2.8569603E7","https://doi.org/10.1080/02813432.2017.1333304","2017-06-01","Linked at the registration","Journal publication","Yes","No",NA,"2014-12-11","2015-03-31","2016-05-31","2016","2016-05-31","2016","Completed","Not Applicable",377,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"98","2013-004505-14","2013-004505-14","NCT02323412","Eligible","Oslo University Hospital","Automatically identified","Cathrine A","Yes","10.1136/bmj.l5654","31619437","https://www.bmj.com/content/367/bmj.l5654","2019-10-16","Linked at the registration","Journal publication","Yes","Yes","2021-07-12","2014-11-21","2015-06-01","2019-10-16","2019","2019-08-26","2019","Any Completed, none Prematurely Ended","2",180,"Yes","No","Only non-industry","Yes","Yes","No","large"
"816","NCT02323412","2013-004505-14","NCT02323412","Cross-registration duplicate","Oslo University Hospital","Automatically identified","Cathrine","Yes","10.1136/bmj.l5654","3.1619437E7","https://doi.org/10.1136/bmj.l5654","2019-10-16","Linked at the registration","Journal publication","Yes","No",NA,"2014-11-21","2015-06-30","2018-11-06","2018","2018-09-21","2018","Completed","Phase 3",180,"No",NA,"Only non-industry","Yes","Yes","No","large"
"818","NCT02324023",NA,"NCT02324023","Eligible","Zealand University Hospital","Irrelevant intervention type",NA,"Yes","10.1007/s00384-017-2820-x","28432444","https://doi.org/10.1007/s00384-017-2820-x","2017-04-21","Linked at the registration","Journal publication","Yes","No",NA,"2014-11-24","2014-11-30","2016-11-30","2016","2016-01-31","2016","Completed","Not Applicable",35,"Yes",NA,"Only non-industry","No","No","Yes","large"
"541","NCT02326012",NA,"NCT02326012","Eligible","Karolinska Institutet","Irrelevant intervention type",NA,"Yes","10.1186/s12888-017-1527-4","29282024","https://doi.org/10.1186/s12888-017-1527-4","2017-12-28","Linked at the registration","Journal publication","No","No",NA,"2014-12-22","2014-03-31","2016-01-31","2016","2016-01-31","2016","Completed","Not Applicable",17,"No",NA,"Only non-industry","No","No","Yes","large"
"539","NCT02326103","2013-003727-11","NCT02326103","Eligible","University of Helsinki; Helsinki University Hospital","Identified in manual search","Cathrine","No",NA,NA,NA,NA,NA,NA,"Yes","No",NA,"2013-09-24","2015-04-30","2017-01-31","2017","2017-01-31","2017","Completed","Early Phase 1",22,"No",NA,"Only non-industry","Yes","Yes","Yes","small"
"540","NCT02326246",NA,"NCT02326246","Eligible","Aarhus University Hospital","Irrelevant intervention type",NA,"Yes","10.1177/0284185117723372","2.8747132E7","https://doi.org/10.1177/0284185117723372","2017-07-26","Systematic Google search","Journal publication","No","No",NA,"2014-12-22","2014-10-31","2017-01-31","2017","2017-01-31","2017","Completed","Not Applicable",85,"No",NA,"Only non-industry","No","No","Yes","large"
"538","NCT02326428",NA,"NCT02326428","Eligible","Karolinska Institutet","None found","Samruddhi","Yes","10.1161/STROKEAHA.120.031031","33563015","https://doi.org/10.1161/strokeaha.120.031031","2021-02-10","Linked at the registration","Journal publication","No","No",NA,"2014-05-21","2014-03-31","2018-01-31","2018","2018-01-31","2018","Completed","Not Applicable",341,"No",NA,"Industry or mixed","Yes","No","No","large"
"131","2014-003422-41","2014-003422-41","NCT02329405","Eligible","University of Oulu","Automatically identified","Cathrine A","Yes","10.1111/bcpt.13586","3.3851518E7","doi.org/10.1111/bcpt.13586","2021-05-07","Systematic Google search","Journal publication","Yes","Yes","2022-03-08","2014-10-01","2014-11-03","2018-02-01","2018","2018-02-01","2018","Any Completed, none Prematurely Ended","4",17,"No","No","Only non-industry","Yes","Yes","Yes","large"
"537","NCT02329405","2014-003422-41","NCT02329405","Cross-registration duplicate","University of Oulu","Automatically identified","Cathrine","Yes","10.1161/jaha.121.023492","3.5229613E7","https://doi.org/10.1161/jaha.121.023492","2022-03-01","Linked at the registration","Journal publication","Yes","No",NA,"2014-12-29","2014-12-31","2017-01-31","2017","2017-01-31","2017","Completed","Phase 4",16,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"1849","NCT02329470",NA,"NCT02329470","Eligible","Umeå University","Irrelevant intervention type",NA,"No",NA,NA,NA,NA,NA,NA,"Yes","No",NA,"2014-12-12","2014-12-18","2016-08-31","2016","2016-08-31","2016","Completed","Not Applicable",100,"No",NA,"Only non-industry","Yes","Yes","No","large"
"536","NCT02331160",NA,"NCT02331160","Eligible","Hvidovre and Amager Hospital","Irrelevant intervention type",NA,"Yes","10.1111/1471-0528.17111","35114058","https://doi.org/10.1111/1471-0528.17111","2022-03-08","Systematic Google search","Journal publication","Yes","No",NA,"2014-12-21","2015-03-31","2018-12-31","2018","2018-12-31","2018","Completed","Not Applicable",370,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"80","2013-001240-64","2013-001240-64","NCT02333591","Eligible","Bispebjerg and Frederiksberg Hospital","Automatically identified","Cathrine A","Yes","10.1016/j.ijcha.2019.01.004","30740510","https://doi.org/10.1016/j.ijcha.2019.01.004","2019-01-29","Systematic Google search","Journal publication","Yes","No",NA,"2013-07-09","2016-07-31","2018-06-19","2018","2018-06-19","2018","Any Completed, none Prematurely Ended","4",31,"No","No","Only non-industry","Yes","Yes","No","large"
"531","NCT02333591","2013-001240-64","NCT02333591","Cross-registration duplicate","Bispebjerg and Frederiksberg Hospital","Automatically identified","Cathrine","Yes","10.1016/j.ijcha.2019.01.004","30740510","https://doi.org/10.1016/j.ijcha.2019.01.004","2019-01-29","Systematic Google search","Journal publication","Yes","No",NA,"2015-01-06","2016-07-31","2018-06-30","2018","2018-06-30","2018","Completed","Phase 4",25,"No",NA,"Only non-industry","Yes","Yes","No","large"
"530","NCT02335697",NA,"NCT02335697","Eligible","Uppsala University","Irrelevant intervention type",NA,"Yes","10.1136/bmjopen-2017-017506","2.880144E7","https://doi.org/10.1136/bmjopen-2017-017506","2017-08-11","Linked at the registration","Journal publication","No","No",NA,"2015-01-07","2014-11-30","2016-03-31","2016","2016-03-31","2016","Completed","Not Applicable",372,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"529","NCT02336009",NA,"NCT02336009","Eligible","Örebro University","Irrelevant intervention type",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"2014-11-24","2014-10-31","2019-12-31","2019","2019-10-31","2019","Unknown status","Phase 2/Phase 3",20,"No",NA,"Only non-industry","No","No","Yes","small"
"528","NCT02336529",NA,"NCT02336529","Eligible","Copenhagen University Hospital","None found","Natasha","No",NA,NA,NA,NA,NA,NA,"Yes","No",NA,"2015-01-08","2016-07-31","2017-07-31","2017","2017-07-31","2017","Unknown status","Phase 3",48,"Yes",NA,"Only non-industry","Yes","Yes","No","large"
"527","NCT02336659",NA,"NCT02336659","Eligible","Hvidovre and Amager Hospital","None found","Delwen","Yes","10.1152/ajpendo.00471.2015","2.678678E7","https://doi.org/10.1152/ajpendo.00471.2015","2016-01-19","Systematic Google search","Journal publication","No","No",NA,"2015-01-08","2014-04-30","2016-06-30","2016","2016-05-31","2016","Completed","Not Applicable",12,"No",NA,"Only non-industry","Yes","Yes","No","large"
"526","NCT02336880",NA,"NCT02336880","Eligible","Linkoeping University","Irrelevant intervention type",NA,"Yes","10.1186/s13063-016-1491-1","2.7456689E7","https://pubmed.ncbi.nlm.nih.gov/27456689/","2016-07-26","Linked at the registration","Journal publication","Yes","No",NA,"2015-01-08","2015-01-31","2016-06-30","2016","2015-03-31","2015","Completed","Not Applicable",15,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"525","NCT02337101",NA,"NCT02337101","Eligible","Aarhus University","Irrelevant intervention type",NA,"Yes","10.1016/j.eclinm.2019.11.007","3.1891145E7","https://doi.org/10.1016/j.eclinm.2019.11.007","2019-12-01","Linked at the registration","Journal publication","Yes","No",NA,"2015-01-08","2015-03-31","2019-04-30","2019","2018-07-31","2018","Completed","Not Applicable",120,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"524","NCT02337348",NA,"NCT02337348","Eligible","Oslo University Hospital","Irrelevant intervention type",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"2014-12-23","2014-08-31","2019-01-31","2019","2019-01-31","2019","Terminated","Not Applicable",163,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"523","NCT02337660",NA,"NCT02337660","Eligible","Herlev and Gentofte Hospital","Irrelevant intervention type",NA,"Yes","10.2337/db19-0715","3.1974144E7","https://doi.org/10.2337/db19-0715","2020-01-23","Linked at the registration","Journal publication","Yes","No",NA,"2015-01-08","2015-01-31","2016-01-31","2016","2016-01-31","2016","Completed","Not Applicable",30,"No",NA,"Only non-industry","Yes","No","Yes","large"
"522","NCT02338869",NA,"NCT02338869","Eligible","University of Oslo","Irrelevant intervention type",NA,"Yes","10.1186/s12874-019-0694-z","3.0876403E7","https://bmcmedresmethodol.biomedcentral.com/articles/10.1186/s12874-019-0694-z","2019-03-15","Linked at the registration","Journal publication","Yes","No",NA,"2014-10-04","2014-12-31","2018-12-31","2018","2018-12-31","2018","Completed","Not Applicable",322,"No",NA,"Only non-industry","Yes","Yes","No","small"
"521","NCT02340598",NA,"NCT02340598","Eligible","Linkoeping University Hospital","Irrelevant intervention type",NA,"No",NA,NA,NA,NA,NA,NA,"Yes","No",NA,"2015-01-13","2015-01-31","2018-12-31","2018","2018-12-31","2018","Completed","Not Applicable",50,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"520","NCT02341690",NA,"NCT02341690","Eligible","University of Copenhagen","Irrelevant intervention type",NA,"Yes","10.2196/30602","36170002","https://mhealth.jmir.org/2022/9/e30602/","2022-09-28","Linked at the registration","Journal publication","Yes","No",NA,"2015-01-09","2015-01-31","2017-12-17","2017","2017-12-17","2017","Completed","Not Applicable",226,"No",NA,"Only non-industry","Yes","Yes","No","large"
"519","NCT02343653",NA,"NCT02343653","Eligible","Aarhus University","Irrelevant intervention type",NA,"Yes","10.1016/j.cgh.2019.07.058","3.1394282E7","https://doi.org/10.1016/j.cgh.2019.07.058","2019-08-05","Linked at the registration","Journal publication","Yes","No",NA,"2015-01-09","2015-01-31","2018-07-31","2018","2017-07-31","2017","Unknown status","Not Applicable",39,"No",NA,"Only non-industry","Yes","Yes","No","large"
"518","NCT02344069","2014-003978-16","NCT02344069","Eligible","Copenhagen University Hospital","Identified in manual search","Samruddhi","No",NA,NA,NA,NA,NA,NA,"Yes","Yes","2022-05-28","2014-10-07","2014-11-15","2016-11-15","2016","2016-11-15","2016","Completed","Phase 2",40,"No",NA,"Industry or mixed","No","Yes","No","large"
"517","NCT02344368",NA,"NCT02344368","Eligible","Norwegian University of Science and Technology","Irrelevant intervention type",NA,"Yes","10.1111/apa.14567","30188590","https://doi.org/10.1111/apa.14567","2018-10-02","Linked at the registration","Journal publication","Yes","No",NA,"2015-01-16","2015-01-31","2016-06-30","2016","2016-06-30","2016","Completed","Not Applicable",50,"Yes",NA,"Only non-industry","Yes","Yes","No","large"
"516","NCT02344654",NA,"NCT02344654","Eligible","Hvidovre and Amager Hospital","None found","Delwen","Yes","10.1002/bjs.11510","3.2057103E7","https://doi.org/10.1002/bjs.11510","2020-02-14","Linked at the registration","Journal publication","Yes","No",NA,"2015-01-09","2015-05-01","2018-08-27","2018","2018-08-27","2018","Completed","Not Applicable",120,"Yes",NA,"Only non-industry","Yes","Yes","No","large"
"515","NCT02344797",NA,"NCT02344797","Eligible","Zealand University Hospital","Irrelevant intervention type",NA,"Yes","10.1136/bmj.l6395","31801725","https://doi.org/10.1136/bmj.l6395","2019-12-04","Linked at the registration","Journal publication","Yes","No",NA,"2015-01-13","2015-02-07","2018-08-24","2018","2017-09-30","2017","Completed","Not Applicable",573,"Yes",NA,"Only non-industry","Yes","Yes","No","large"
"513","NCT02346006",NA,"NCT02346006","Eligible","Odense University Hospital","Irrelevant intervention type",NA,"Yes","10.1111/aos.13513","28671340","https://doi.org/10.1111/aos.13513","2017-07-03","Systematic Google search","Journal publication","Yes","No",NA,"2015-01-09","2015-02-01","2017-04-01","2017","2017-04-01","2017","Completed","Not Applicable",307,"Yes",NA,"Only non-industry","No","No","Yes","large"
"514","NCT02346071",NA,"NCT02346071","Eligible","Aarhus University","Irrelevant intervention type",NA,"Yes","10.1002/jcv2.12047",NA,"https://acamh.onlinelibrary.wiley.com/doi/full/10.1002/jcv2.12047?utm_campaign=RESR_MRKT_Researcher_inbound&af=R&utm_medium=referral&utm_source=researcher_app&sid=researcher","2021-12-08","Systematic Google search","Journal publication","Yes","No",NA,"2014-12-02","2015-01-30","2019-11-21","2019","2019-11-13","2019","Completed","Not Applicable",91,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"511","NCT02346097",NA,"NCT02346097","Eligible","Aarhus University","Irrelevant intervention type",NA,"Yes","10.1093/europace/euz184","31274152","https://doi-org.ezproxy.its.uu.se/10.1093/europace/euz184","2019-09-01","Systematic Google search","Journal publication","Yes","No",NA,"2015-01-12","2015-02-16","2018-06-07","2018","2018-06-07","2018","Completed","Not Applicable",122,"No",NA,"Only non-industry","Yes","Yes","No","large"
"512","NCT02346110","2014-004207-78","NCT02346110","Eligible","Aarhus University; Aarhus University Hospital","Identified in publication","Cathrine A","Yes","10.1097/aap.0000000000000538","2.8033159E7","https://doi.org/10.1097/aap.0000000000000538","2017-03-01","Systematic Google search","Journal publication","Yes","No",NA,"2014-11-19","2015-04-27","2016-02-29","2016","2015-12-16","2015","Completed","Phase 4",40,"No",NA,"Only non-industry","Yes","Yes","No","large"
"510","NCT02347241",NA,"NCT02347241","Eligible","Oslo University Hospital","Irrelevant intervention type",NA,"Yes","10.1016/j.resuscitation.2016.07.231","2.749626E7","https://doi.org/10.1016/j.resuscitation.2016.07.231","2016-08-02","Linked at the registration","Journal publication","No","No",NA,"2015-01-12","2014-01-31","2016-05-31","2016","2015-01-31","2015","Completed","Not Applicable",435,"No",NA,"Only non-industry","No","No","Yes","large"
"509","NCT02350257",NA,"NCT02350257","Eligible","Karolinska Institutet","Irrelevant intervention type",NA,"Yes","10.1016/S2352-4642(18)30275-X","30241993","doi.org/10.1016/S2352-4642(18)30275-X","2018-09-18","Linked at the registration","Journal publication","Yes","No",NA,"2015-01-19","2015-03-31","2018-04-30","2018","2018-04-30","2018","Completed","Not Applicable",131,"No",NA,"Only non-industry","Yes","Yes","No","large"
